Experiment,Story Index,True Label,Predicted Label,Correct,Label Space Size
1,49,awkward,reactionary,False,11
1,66,gallicisms,gallicisms,True,11
1,38,exclamations,exclamations,True,11
1,75,back slang,gallicisms,False,11
1,53,olfactory,olfactory,True,11
1,33,polyptotes,gallicisms,False,11
1,62,reactionary,gallicisms,False,11
1,63,haiku,haiku,True,11
1,45,parechesis,gallicisms,False,11
1,5,surprises,reactionary,False,11
1,51,biased,gallicisms,False,11
2,32,alexandrines,alexandrines,True,11
2,80,for ze Frrensh,for ze Frrensh,True,11
2,18,minimism,minimism,True,11
2,91,mathematical,mathematical,True,11
2,65,feminine,feminine,True,11
2,17,negativities,precision,False,11
2,69,paragoge,syncope,False,11
2,78,more or less,syncope,False,11
2,27,ignorance,minimism,False,11
2,12,precision,mathematical,False,11
2,36,syncope,syncope,True,11
3,42,cross-examination,precision,False,11
3,88,modern style,modern style,True,11
3,39,you know,you know,True,11
3,94,precious,modern style,False,11
3,55,tactile,tactile,True,11
3,12,precision,precision,True,11
3,61,hellenisms,hellenisms,True,11
3,72,consequences,consequences,True,11
3,40,noble,modern style,False,11
3,9,the rainbow,the rainbow,True,11
3,45,parechesis,hellenisms,False,11
4,33,polyptotes,polyptotes,True,11
4,79,opera English,opera English,True,11
4,11,hesitation,hesitation,True,11
4,82,botanical,botanical,True,11
4,62,reactionary,reactionary,True,11
4,7,prognostication,double entry,False,11
4,67,prosthesis,hesitation,False,11
4,71,metathesis,metathesis,True,11
4,26,insistence,hesitation,False,11
4,1,double entry,metathesis,False,11
4,56,visual,visual,True,11
5,64,free verse,free verse,True,11
5,93,interjections,interjections,True,11
5,42,cross-examination,cross-examination,True,11
5,94,precious,free verse,False,11
5,81,spoonerisms,free verse,False,11
5,31,passive,passive,True,11
5,86,zoological,zoological,True,11
5,91,mathematical,mathematical,True,11
5,51,biased,free verse,False,11
5,0,notation,free verse,False,11
5,79,opera English,opera English,True,11
6,28,past,reported speech,False,11
6,73,proper names,synchysis,False,11
6,18,minimism,reported speech,False,11
6,91,mathematical,mathematical,True,11
6,41,cockney,cockney,True,11
6,11,hesitation,minimism,False,11
6,57,auditory,onomatopoeia,False,11
6,70,parts of speech,parts of speech,True,11
6,24,onomatopoeia,onomatopoeia,True,11
6,8,synchysis,synchysis,True,11
6,30,reported speech,reported speech,True,11
7,38,exclamations,narrative,False,11
7,71,metathesis,metathesis,True,11
7,15,narrative,narrative,True,11
7,91,mathematical,mathematical,True,11
7,42,cross-examination,narrative,False,11
7,13,the subjective side,narrative,False,11
7,63,haiku,haiku,True,11
7,66,gallicisms,gallicisms,True,11
7,37,speaking personally,speaking personally,True,11
7,10,word game,narrative,False,11
7,40,noble,narrative,False,11
8,49,awkward,hesitation,False,11
8,77,dog latin,visual,False,11
8,36,syncope,metathesis,False,11
8,78,more or less,dog latin,False,11
8,70,parts of speech,parts of speech,True,11
8,26,insistence,parts of speech,False,11
8,71,metathesis,metathesis,True,11
8,76,antiphrasis,awkward,False,11
8,40,noble,noble,True,11
8,11,hesitation,hesitation,True,11
8,56,visual,visual,True,11
9,30,reported speech,reported speech,True,11
9,79,opera English,opera English,True,11
9,23,blurb,blurb,True,11
9,85,gastronomical,rhyming slang,False,11
9,37,speaking personally,speaking personally,True,11
9,8,synchysis,synchysis,True,11
9,61,hellenisms,hellenisms,True,11
9,74,rhyming slang,rhyming slang,True,11
9,24,onomatopoeia,synchysis,False,11
9,4,retrograde,reported speech,False,11
9,33,polyptotes,synchysis,False,11
10,19,anagrams,anagrams,True,11
10,90,portrait,portrait,True,11
10,11,hesitation,retrograde,False,11
10,91,mathematical,mathematical,True,11
10,70,parts of speech,parts of speech,True,11
10,10,word game,word-composition,False,11
10,87,futile,portrait,False,11
10,88,modern style,casual,False,11
10,16,word-composition,anagrams,False,11
10,4,retrograde,portrait,False,11
10,50,casual,modern style,False,11
11,57,auditory,free verse,False,11
11,76,antiphrasis,reported speech,False,11
11,35,apocope,epenthesis,False,11
11,87,futile,reported speech,False,11
11,67,prosthesis,reported speech,False,11
11,30,reported speech,reported speech,True,11
11,68,epenthesis,epenthesis,True,11
11,75,back slang,back slang,True,11
11,53,olfactory,olfactory,True,11
11,27,ignorance,reported speech,False,11
11,64,free verse,free verse,True,11
12,63,haiku,haiku,True,11
12,85,gastronomical,parechesis,False,11
12,41,cockney,cockney,True,11
12,90,portrait,portrait,True,11
12,79,opera English,opera English,True,11
12,14,another subjectivity,portrait,False,11
12,81,spoonerisms,cockney,False,11
12,83,medical,portrait,False,11
12,45,parechesis,parechesis,True,11
12,10,word game,portrait,False,11
12,76,antiphrasis,portrait,False,11
13,28,past,past,True,11
13,91,mathematical,mathematical,True,11
13,21,omeoptotes,onomatopoeia,False,11
13,94,precious,philosophic,False,11
13,34,apheresis,past,False,11
13,14,another subjectivity,another subjectivity,True,11
13,42,cross-examination,cross-examination,True,11
13,47,philosophic,philosophic,True,11
13,24,onomatopoeia,onomatopoeia,True,11
13,2,litotes,past,False,11
13,31,passive,past,False,11
14,28,past,portrait,False,11
14,82,botanical,botanical,True,11
14,12,precision,precision,True,11
14,90,portrait,portrait,True,11
14,54,gustatory,gustatory,True,11
14,7,prognostication,precision,False,11
14,69,paragoge,precision,False,11
14,74,rhyming slang,rhyming slang,True,11
14,18,minimism,portrait,False,11
14,5,surprises,portrait,False,11
14,42,cross-examination,portrait,False,11
15,24,onomatopoeia,onomatopoeia,True,11
15,82,botanical,botanical,True,11
15,11,hesitation,hesitation,True,11
15,88,modern style,casual,False,11
15,50,casual,casual,True,11
15,9,the rainbow,modern style,False,11
15,74,rhyming slang,rhyming slang,True,11
15,78,more or less,casual,False,11
15,15,narrative,narrative,True,11
15,3,metaphorically,metaphorically,True,11
15,47,philosophic,philosophic,True,11
16,23,blurb,blurb,True,11
16,92,west indian,west indian,True,11
16,14,another subjectivity,reactionary,False,11
16,94,precious,narrative,False,11
16,26,insistence,narrative,False,11
16,4,retrograde,narrative,False,11
16,62,reactionary,reactionary,True,11
16,78,more or less,onomatopoeia,False,11
16,15,narrative,more or less,False,11
16,2,litotes,narrative,False,11
16,24,onomatopoeia,onomatopoeia,True,11
17,12,precision,precision,True,11
17,80,for ze Frrensh,for ze Frrensh,True,11
17,8,synchysis,synchysis,True,11
17,87,futile,synchysis,False,11
17,33,polyptotes,synchysis,False,11
17,7,prognostication,prognostication,True,11
17,54,gustatory,gustatory,True,11
17,70,parts of speech,parts of speech,True,11
17,9,the rainbow,synchysis,False,11
17,2,litotes,precision,False,11
17,28,past,precision,False,11
18,38,exclamations,exclamations,True,11
18,77,dog latin,precision,False,11
18,12,precision,precision,True,11
18,83,medical,medical,True,11
18,55,tactile,tactile,True,11
18,7,prognostication,prognostication,True,11
18,60,O,O,True,11
18,65,feminine,feminine,True,11
18,23,blurb,blurb,True,11
18,5,surprises,asides,False,11
18,44,asides,asides,True,11
19,45,parechesis,polyptotes,False,11
19,90,portrait,portrait,True,11
19,26,insistence,portrait,False,11
19,94,precious,portrait,False,11
19,61,hellenisms,hellenisms,True,11
19,25,logical analysis,portrait,False,11
19,73,proper names,proper names,True,11
19,87,futile,portrait,False,11
19,33,polyptotes,hellenisms,False,11
19,21,omeoptotes,parechesis,False,11
19,50,casual,casual,True,11
20,32,alexandrines,comedy,False,11
20,86,zoological,comedy,False,11
20,20,distinguo,distinguo,True,11
20,87,futile,comedy,False,11
20,56,visual,visual,True,11
20,15,narrative,comedy,False,11
20,68,epenthesis,epenthesis,True,11
20,77,dog latin,comedy,False,11
20,22,official letter,official letter,True,11
20,7,prognostication,prognostication,True,11
20,43,comedy,comedy,True,11
